,GAME_ID_HOME_A0,TEAM_NAME_HOME_A0,FGM_HOME_A0,FGA_HOME_A0,FG_PCT_HOME_A0,FG3M_HOME_A0,FG3A_HOME_A0,FG3_PCT_HOME_A0,FTM_HOME_A0,FTA_HOME_A0,FT_PCT_HOME_A0,OREB_HOME_A0,DREB_HOME_A0,REB_HOME_A0,AST_HOME_A0,STL_HOME_A0,BLK_HOME_A0,TO_HOME_A0,PF_HOME_A0,PTS_HOME_A0,PLUS_MINUS_HOME_A0,GAME_DATE_EST_HOME_A0,WIN_HOME_A0,GAME_ID_AWAY_A0,TEAM_NAME_AWAY_A0,FGM_AWAY_A0,FGA_AWAY_A0,FG_PCT_AWAY_A0,FG3M_AWAY_A0,FG3A_AWAY_A0,FG3_PCT_AWAY_A0,FTM_AWAY_A0,FTA_AWAY_A0,FT_PCT_AWAY_A0,OREB_AWAY_A0,DREB_AWAY_A0,REB_AWAY_A0,AST_AWAY_A0,STL_AWAY_A0,BLK_AWAY_A0,TO_AWAY_A0,PF_AWAY_A0,PTS_AWAY_A0,PLUS_MINUS_AWAY_A0,GAME_DATE_EST_AWAY_A0,WIN_AWAY_A0,MIN_A0,CURRENT_GAME_ID,GAME_ID_HOME_B0,TEAM_NAME_HOME_B0,FGM_HOME_B0,FGA_HOME_B0,FG_PCT_HOME_B0,FG3M_HOME_B0,FG3A_HOME_B0,FG3_PCT_HOME_B0,FTM_HOME_B0,FTA_HOME_B0,FT_PCT_HOME_B0,OREB_HOME_B0,DREB_HOME_B0,REB_HOME_B0,AST_HOME_B0,STL_HOME_B0,BLK_HOME_B0,TO_HOME_B0,PF_HOME_B0,PTS_HOME_B0,PLUS_MINUS_HOME_B0,GAME_DATE_EST_HOME_B0,WIN_HOME_B0,GAME_ID_AWAY_B0,TEAM_NAME_AWAY_B0,FGM_AWAY_B0,FGA_AWAY_B0,FG_PCT_AWAY_B0,FG3M_AWAY_B0,FG3A_AWAY_B0,FG3_PCT_AWAY_B0,FTM_AWAY_B0,FTA_AWAY_B0,FT_PCT_AWAY_B0,OREB_AWAY_B0,DREB_AWAY_B0,REB_AWAY_B0,AST_AWAY_B0,STL_AWAY_B0,BLK_AWAY_B0,TO_AWAY_B0,PF_AWAY_B0,PTS_AWAY_B0,PLUS_MINUS_AWAY_B0,GAME_DATE_EST_AWAY_B0,WIN_AWAY_B0,MIN_B0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600403,Rockets,39,96,0.406,17,51,0.33299999999999996,16,20,0.8,10,37,47,25,14,4,16,22,111,2.0,2016-12-17 00:00:00,1,21600403,Timberwolves,41,92,0.446,7,21,0.33299999999999996,20,27,0.741,13,42,55,29,9,6,21,21,109,-2.0,2016-12-17 00:00:00,0,265.0,21600450,21600380,Rockets,50,85,0.588,22,42,0.524,10,16,0.625,8,39,47,40,8,5,16,11,132,34.0,2016-12-14 00:00:00,1,21600380,Kings,39,92,0.424,11,32,0.344,9,11,0.818,12,28,40,27,8,7,15,16,98,-34.0,2016-12-14 00:00:00,0,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600431,Pistons,26,72,0.361,6,23,0.261,28,37,0.757,10,36,46,17,2,3,17,18,86,-12.0,2016-12-21 00:00:00,0,21600431,Grizzlies,35,82,0.42700000000000005,12,30,0.4,16,19,0.8420000000000001,7,31,38,25,9,4,8,26,98,12.0,2016-12-21 00:00:00,1,240.0,21600446,21600351,Warriors,34,77,0.442,9,27,0.33299999999999996,12,20,0.6,10,32,42,15,6,8,23,23,89,-21.0,2016-12-10 00:00:00,0,21600351,Grizzlies,38,87,0.43700000000000006,8,26,0.308,26,29,0.897,11,36,47,23,10,5,10,19,110,21.0,2016-12-10 00:00:00,1,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
0,21600378,Nets,33,86,0.384,11,35,0.314,30,40,0.75,19,42,61,19,7,4,15,26,107,10.0,2016-12-14 00:00:00,1,21600378,Lakers,35,91,0.385,6,27,0.222,21,34,0.618,18,31,49,11,8,6,10,26,97,-10.0,2016-12-14 00:00:00,0,240.0,21600444,21600402,Cavaliers,46,89,0.517,15,33,0.455,12,18,0.667,11,33,44,30,8,3,8,12,119,11.0,2016-12-17 00:00:00,1,21600402,Lakers,41,86,0.47700000000000004,16,37,0.43200000000000005,10,13,0.769,10,31,41,30,3,2,11,16,108,-11.0,2016-12-17 00:00:00,0,240.0
